ID,probability
TEST_00152,0.4075579070256741
TEST_00153,0.3003078662044694
TEST_00154,0.03334349960111194
TEST_00155,0.23470633021042542
TEST_00156,0.4045314959440611
TEST_00157,0.3682089790968013
TEST_00158,0.4445469288650412
TEST_00159,0.32198030497708696
TEST_00160,0.4168846112472947
TEST_00161,0.4891718732393908
TEST_00162,0.29997306591082207
TEST_00163,0.002819122838018628
TEST_00164,0.53687046130824
TEST_00165,0.24267538635286778
TEST_00166,0.36590927312511856
TEST_00167,0.21218130571289792
TEST_00168,0.38094941390107095
TEST_00169,0.19990110707209213
TEST_00170,0.2069882919994831
TEST_00171,0.24939042471247574
TEST_00172,0.25814414393124585
TEST_00173,0.2774433625097765
TEST_00174,0.13434567405544035
TEST_00175,0.2900914038682592
TEST_00176,0.42193586512369174
TEST_00177,0.19953345173638326
TEST_00178,0.3407621854645423
TEST_00179,0.3304049550755059
TEST_00180,0.3579735574806872
TEST_00181,0.4619891034969985
TEST_00182,0.1793203283231431
TEST_00183,0.49759253673576237
TEST_00184,0.11912425003959888
TEST_00185,0.21543464191374223
TEST_00186,0.34376312872239545
TEST_00187,0.2518962845048585
TEST_00188,0.33236121511604544
TEST_00189,0.27495727596048797
TEST_00190,0.4780843882115693
TEST_00191,0.22631603191344624
TEST_00192,0.2857727074049654
TEST_00193,0.06229106375854642
TEST_00194,0.6347437645556641
TEST_00195,0.37042665960281224
TEST_00196,0.43449173642465
TEST_00197,0.2654859358086471
TEST_00198,0.2653350186724556
TEST_00199,0.3356602545590804
TEST_00200,0.3688947303100622
TEST_00201,0.4650664277808758
TEST_00202,0.2619279371105259
TEST_00203,0.3039981956613112
TEST_00204,0.0027702926241059906
TEST_00205,0.07773846485302552
TEST_00206,0.002855519796951809
TEST_00207,0.28798953024516416
TEST_00208,0.23704906391634112
TEST_00209,0.3061618323877989
TEST_00210,0.43137080451799004
TEST_00211,0.1520559811868058
TEST_00212,0.17687672982226424
TEST_00213,0.11303599014830187
TEST_00214,0.3503025225892369
TEST_00215,0.2750811903538633
TEST_00216,0.36686256910896503
TEST_00217,0.2904452282268265
TEST_00218,0.5115362209120908
TEST_00219,0.19981322255665396
TEST_00220,0.556201545292132
TEST_00221,0.41956046242664136
TEST_00222,0.1351275451890087
TEST_00223,0.27365721028540574
TEST_00224,0.1235157575810932
TEST_00225,0.31476894272390543
TEST_00226,0.2227737614610144
TEST_00227,0.3258934920056292
TEST_00228,0.0028069543330467126
TEST_00229,0.30891469482199163
TEST_00230,0.2800978513343513
TEST_00231,0.378587083494094
TEST_00232,0.20347204283851666
TEST_00233,0.32757646154293035
TEST_00234,0.3848801604273215
TEST_00235,0.4943192661161258
TEST_00236,0.3162280116929204
TEST_00237,0.0027949914815098495
TEST_00238,0.0027933577555721597
TEST_00239,0.4058157832826276
TEST_00240,0.2903737083008428
TEST_00241,0.39909140346240474
TEST_00242,0.3132141099646382
TEST_00243,0.18371892745872306
TEST_00244,0.0027088967694967655
TEST_00245,0.4969382638023708
TEST_00246,0.37609882656851634
TEST_00247,0.10920998734853479
TEST_00248,0.38060370923885634
TEST_00249,0.46757481002076917
TEST_00250,0.21422803533070567
TEST_00251,0.00270228425623561
TEST_00252,0.4369779090110337
TEST_00253,0.01811926490757207
TEST_00254,0.3651140481531639
TEST_00255,0.5400957974499804
TEST_00256,0.3428261466802978
TEST_00257,0.3629455624143805
TEST_00258,0.4057403065230934
TEST_00259,0.49996327455305745
TEST_00260,0.002813046697985123
TEST_00261,0.002780355279963761
TEST_00262,0.0028461167124560235
TEST_00263,0.4903279523006756
TEST_00264,0.21658594450117918
TEST_00265,0.31642750073233317
TEST_00266,0.18931396344022833
TEST_00267,0.0028078126043831067
TEST_00268,0.20528741329191919
TEST_00269,0.30415641361888746
TEST_00270,0.1829646894177956
TEST_00271,0.0028414818336449095
TEST_00272,0.3001162956303462
TEST_00273,0.24483999258993855
TEST_00274,0.26244760213260504
TEST_00275,0.05202406286113801
TEST_00276,0.0027501370853193286
TEST_00277,0.25873214249457316
TEST_00278,0.3703029870186478
TEST_00279,0.47399052312825846
TEST_00280,0.0027303064855173933
TEST_00281,0.1357551334742623
TEST_00282,0.00275959794686892
TEST_00283,0.002850157181788529
TEST_00284,0.37977623612414424
TEST_00285,0.24656614026839319
TEST_00286,0.06758195584241113
TEST_00287,0.5074207522319087
TEST_00288,0.0029534293389918338
TEST_00289,0.3874628099877152
TEST_00290,0.16179738490499448
TEST_00291,0.31310381010612776
TEST_00292,0.4191630022241588
TEST_00293,0.0027617623339112204
TEST_00294,0.49868084201342616
TEST_00295,0.3083739882852762
TEST_00296,0.02464260066516998
TEST_00297,0.0027154470220936825
TEST_00298,0.5220359753224183
TEST_00299,0.35286102136658604
TEST_00300,0.15412020838405593
TEST_00301,0.46439362833422204
TEST_00302,0.2982106255725326
TEST_00303,0.3905335189486335
TEST_00304,0.5539890247118272
TEST_00305,0.4658670994547215
TEST_00306,0.23940921101585078
TEST_00307,0.4917665004197587
TEST_00308,0.43708447956955043
TEST_00309,0.4847337039992233
TEST_00310,0.3725934992001849
TEST_00311,0.4461920129992589
TEST_00312,0.13715478508990492
TEST_00313,0.1497737755514072
TEST_00314,0.4798790001635275
TEST_00315,0.3158319733846159
TEST_00316,0.02991934591095975
TEST_00317,0.11299321856312425
TEST_00318,0.0026962582935626737
TEST_00319,0.002827295439406608
TEST_00320,0.44729036202650485
TEST_00321,0.2215380522995988
TEST_00322,0.18305101630504117
TEST_00323,0.22397440849072403
TEST_00324,0.3074189663634538
TEST_00325,0.0027361959128188516
TEST_00326,0.30104342822762853
TEST_00327,0.2893348168681528
TEST_00328,0.14292599925270655
TEST_00329,0.3147312481437741
TEST_00330,0.3630989238973336
TEST_00331,0.002676019373982258
TEST_00332,0.4200122246903285
TEST_00333,0.4376631807470448
TEST_00334,0.42038412985172235
TEST_00335,0.3306140769930427
TEST_00336,0.0028183021262377524
TEST_00337,0.19595896407990085
TEST_00338,0.3270820112230305
TEST_00339,0.3139411973930161
TEST_00340,0.30636338415339126
TEST_00341,0.26602018920485765
TEST_00342,0.1587743464893873
TEST_00343,0.046077616354003176
TEST_00344,0.20468289156619074
TEST_00345,0.0234397752883033
TEST_00346,0.31234004454565967
TEST_00347,0.272897464492812
TEST_00348,0.40235602561106254
TEST_00349,0.3101943442421185
TEST_00350,0.24295040771205145
TEST_00351,0.3626758045255899
TEST_00352,0.0029053147836500324
TEST_00353,0.0027892433112366695
TEST_00354,0.1957203659486924
TEST_00355,0.36805354936792256
TEST_00356,0.15519319765324535
TEST_00357,0.0027472721814132384
TEST_00358,0.0029552945798614104
TEST_00359,0.46972134028355944
TEST_00360,0.38932696060853544
TEST_00361,0.24231281179944683
TEST_00362,0.3917703767638989
TEST_00363,0.0027899798945715906
TEST_00364,0.30892491462500604
TEST_00365,0.2276390000654796
TEST_00366,0.317952004054721
TEST_00367,0.2392163522421495
TEST_00368,0.28316392018699893
TEST_00369,0.06735317638202429
TEST_00370,0.002845050259969512
TEST_00371,0.10352702553590974
TEST_00372,0.268711254493685
TEST_00373,0.44005986806370345
TEST_00374,0.38481174673337587
TEST_00375,0.0028063649954378975
TEST_00376,0.0026958825729389655
TEST_00377,0.2580785741607367
TEST_00378,0.31879554435123353
TEST_00379,0.15150365901046203
TEST_00380,0.0027623285110510002
TEST_00381,0.4409011508511011
TEST_00382,0.47124617544287206
TEST_00383,0.08931243862481042
TEST_00384,0.3810737034953864
TEST_00385,0.181126965351131
TEST_00386,0.502009568582449
TEST_00387,0.26892321504698896
TEST_00388,0.26479284791959784
TEST_00389,0.2320456757739462
TEST_00390,0.43555172271280085
TEST_00391,0.48804268143753887
TEST_00392,0.30434912124757085
TEST_00393,0.32203380926476266
TEST_00394,0.11688117943588733
TEST_00395,0.49126201808039954
TEST_00396,0.3587604855917419
TEST_00397,0.002710496722234189
TEST_00398,0.1652577055631497
TEST_00399,0.0027920536260270102
TEST_00400,0.3598036656427641
TEST_00401,0.0027348742505815486
TEST_00402,0.12022017815747582
TEST_00403,0.018703085257977474
TEST_00404,0.4187770790630678
TEST_00405,0.4823638257998638
TEST_00406,0.10949886512923646
TEST_00407,0.27375196692503173
TEST_00408,0.299658045932529
TEST_00409,0.12854973916817589
TEST_00410,0.04747885289697828
TEST_00411,0.19635697017130488
TEST_00412,0.1300547978394331
TEST_00413,0.4148764731358354
TEST_00414,0.3029986781289875
TEST_00415,0.23938182798177585
TEST_00416,0.4760969254055984
TEST_00417,0.4774760832856747
TEST_00418,0.46991646465579606
TEST_00419,0.10229806523512719
TEST_00420,0.10546663303180599
TEST_00421,0.353687149151553
TEST_00422,0.4641509748892729
TEST_00423,0.002806521219533379
TEST_00424,0.20398859021504487
TEST_00425,0.19248290086887937
TEST_00426,0.2842738620123811
TEST_00427,0.35130003922919356
TEST_00428,0.2721953363914647
TEST_00429,0.20572231558710316
TEST_00430,0.4274319638488806
TEST_00431,0.42077477199304575
TEST_00432,0.2430105227828792
TEST_00433,0.0027617995039272637
TEST_00434,0.42654917118958957
TEST_00435,0.29328636878520015
TEST_00436,0.0027976718856538765
TEST_00437,0.2754721434940317
TEST_00438,0.0028032742626726897
TEST_00439,0.0030920374972515574
TEST_00440,0.4585004434554696
TEST_00441,0.49083094247637526
TEST_00442,0.4130056507472848
TEST_00443,0.38325492562608343
TEST_00444,0.0027844231474536078
TEST_00445,0.3064475007309751
TEST_00446,0.08719732486666887
TEST_00447,0.4215790888730738
TEST_00448,0.3633550215254634
TEST_00449,0.002958353974837402
TEST_00450,0.4288837436585568
TEST_00451,0.0026302074985544866
TEST_00452,0.3548826558897201
TEST_00453,0.4601654997272615
TEST_00454,0.28278624069161384
TEST_00455,0.23946893225332327
TEST_00456,0.0031207766341681963
TEST_00457,0.3353245322825017
TEST_00458,0.12360560586023096
TEST_00459,0.3157340948239175
TEST_00460,0.006808812244504179
TEST_00461,0.43877612428870366
TEST_00462,0.3083074792470695
TEST_00463,0.171457388731101
TEST_00464,0.3148204559406335
TEST_00465,0.2955989760709919
TEST_00466,0.2519611976884921
TEST_00467,0.3821416322240127
TEST_00468,0.5269718255136919
TEST_00469,0.002862180051647492
TEST_00470,0.31554802241683355
TEST_00471,0.4433385809646296
TEST_00472,0.4827362569032235
TEST_00473,0.2908583980932401
TEST_00474,0.5120025320431147
TEST_00475,0.31002731820750595
TEST_00476,0.00280474786224555
TEST_00477,0.4357073066859666
TEST_00478,0.18978755359243615
TEST_00479,0.2529559924589916
TEST_00480,0.4345009244787513
TEST_00481,0.1701722399789077
TEST_00482,0.2748313517692547
TEST_00483,0.30611628344649383
TEST_00484,0.16241689505315318
TEST_00485,0.2904736755417123
TEST_00486,0.25616914497672166
TEST_00487,0.4354109074394177
TEST_00488,0.24270038106748473
TEST_00489,0.35624856359073914
TEST_00490,0.30995885521620825
TEST_00491,0.41925548151281217
TEST_00492,0.29011417658220806
TEST_00493,0.26275402717063545
TEST_00494,0.002891261412676827
TEST_00495,0.4856396360359651
TEST_00496,0.2940996315381603
TEST_00497,0.40237310349847216
TEST_00498,0.2650546880507476
TEST_00499,0.509931490856136
TEST_00500,0.00271384093498316
TEST_00501,0.0028193200179226865
TEST_00502,0.05933914284770754
TEST_00503,0.35754370437036864
TEST_00504,0.0026990309308741103
TEST_00505,0.4916010704907015
TEST_00506,0.002781482544958787
TEST_00507,0.273100670202442
TEST_00508,0.42208582554352075
TEST_00509,0.23383090558939285
TEST_00510,0.2320969012894104
TEST_00511,0.034389756624735174
TEST_00512,0.025747601858946166
TEST_00513,0.03551254475151907
TEST_00514,0.5168981071809812
TEST_00515,0.30057112041227046
TEST_00516,0.4646049052142543
TEST_00517,0.3016691473045806
TEST_00518,0.21405578017913846
TEST_00519,0.3517859893776042
TEST_00520,0.0027983333220772304
TEST_00521,0.2319504118626674
TEST_00522,0.002854353540857857
TEST_00523,0.2565028744741841
TEST_00524,0.3250240463543491
TEST_00525,0.11515285471467446
TEST_00526,0.17823395809368778
TEST_00527,0.003237134861104135
TEST_00528,0.2162221651990896
TEST_00529,0.322389828804581
TEST_00530,0.37772711415774696
TEST_00531,0.3964977953082654
TEST_00532,0.48177406391313526
TEST_00533,0.002813997959218471
TEST_00534,0.24340919479236262
TEST_00535,0.13683113300363084
TEST_00536,0.4560565856494606
TEST_00537,0.0027912371050298848
TEST_00538,0.0027903351637950735
TEST_00539,0.04049850746936191
TEST_00540,0.366940721842627
TEST_00541,0.28718069948070607
TEST_00542,0.002816651079490449
TEST_00543,0.30585842798077206
TEST_00544,0.23845691765694071
TEST_00545,0.3727807238560341
TEST_00546,0.3918010750626616
TEST_00547,0.0027833195875399965
TEST_00548,0.48968631574064336
TEST_00549,0.28782455866604606
TEST_00550,0.31429056920595555
TEST_00551,0.2525728404915539
TEST_00552,0.2732036952010678
TEST_00553,0.13456964026817883
TEST_00554,0.20313407776924364
TEST_00555,0.3303103744974676
TEST_00556,0.19659456616945917
TEST_00557,0.35493591118854684
TEST_00558,0.44784114678000053
TEST_00559,0.003020908819902085
TEST_00560,0.21660192352202942
TEST_00561,0.06870639104598367
TEST_00562,0.5687883106577386
TEST_00563,0.0028434380086494065
TEST_00564,0.31546948750186504
TEST_00565,0.21723707368386558
TEST_00566,0.32384908119255285
TEST_00567,0.14355851771005768
TEST_00568,0.2204257757599205
TEST_00569,0.2101820566027349
TEST_00570,0.1794537287003718
TEST_00571,0.24755740167452028
TEST_00572,0.0027312554789982475
TEST_00573,0.0029699634535653545
TEST_00574,0.3621474104522298
TEST_00575,0.09707013325785427
TEST_00576,0.23259315701984923
TEST_00577,0.25293002117884694
TEST_00578,0.3725210622642974
TEST_00579,0.47018177215777784
TEST_00580,0.0026654514891533165
TEST_00581,0.3908834632232453
TEST_00582,0.16196051023148533
TEST_00583,0.3029342502716762
TEST_00584,0.25104941089853605
TEST_00585,0.2766907025959456
TEST_00586,0.10890604361055059
TEST_00587,0.2430536596555984
TEST_00588,0.40217641066458293
TEST_00589,0.0027730903490547345
TEST_00590,0.21378357023229247
TEST_00591,0.18909292880830775
TEST_00592,0.23447155530564287
TEST_00593,0.2630414201740717
TEST_00594,0.0027809988794615984
TEST_00595,0.19833257198300008
TEST_00596,0.3890083178365583
TEST_00597,0.37642046392102063
TEST_00598,0.2805791714907993
TEST_00599,0.23402484689789615
TEST_00600,0.08591363039750866
TEST_00601,0.3263617054685245
TEST_00602,0.3181570808917312
TEST_00603,0.42512935797180895
TEST_00604,0.16480278685565425
TEST_00605,0.4485193077749309
TEST_00606,0.04514053984631422
TEST_00607,0.298052303174611
TEST_00608,0.19734813583656652
TEST_00609,0.5537684754870598
TEST_00610,0.0027940633640291535
TEST_00611,0.2347293742434806
TEST_00612,0.3145280841918403
TEST_00613,0.3389169838016617
TEST_00614,0.41235345884837293
TEST_00615,0.4587735514088207
TEST_00616,0.37036960943675634
TEST_00617,0.2458624200841735
TEST_00618,0.1265494461390753
TEST_00619,0.1741911062854542
TEST_00620,0.20026944464056323
TEST_00621,0.18029741703259516
TEST_00622,0.408190493403213
TEST_00623,0.4819247639146207
TEST_00624,0.4371761281220441
TEST_00625,0.45336367273759615
TEST_00626,0.2700446929101527
TEST_00627,0.2437743603489781
TEST_00628,0.4795697945709153
TEST_00629,0.13455657080647437
TEST_00630,0.27251975062812817
TEST_00631,0.14037067301500952
TEST_00632,0.4834911782024692
TEST_00633,0.38784176270184156
TEST_00634,0.45930583646448053
TEST_00635,0.48578070780930405
TEST_00636,0.24297382834994719
TEST_00637,0.4440523107620742
TEST_00638,0.01026984220157715
TEST_00639,0.47502802231990593
TEST_00640,0.0027772309510834692
TEST_00641,0.0026674661358451817
TEST_00642,0.5535157953817059
TEST_00643,0.2641119624377069
TEST_00644,0.1326754588562222
TEST_00645,0.13030656901283874
TEST_00646,0.002770608568521818
TEST_00647,0.08176143741713521
TEST_00648,0.4708079301289054
TEST_00649,0.3923738368094811
TEST_00650,0.1039749394411033
TEST_00651,0.3496085503190212
TEST_00652,0.46548874392375583
TEST_00653,0.2609276369686483
TEST_00654,0.002710833561802379
TEST_00655,0.48598702282243395
TEST_00656,0.3637976215466654
TEST_00657,0.002786767058952756
TEST_00658,0.0908925765370886
TEST_00659,0.2015974630938496
TEST_00660,0.002666119018766469
TEST_00661,0.5171907235190557
TEST_00662,0.1420039514138858
TEST_00663,0.002883552819588559
TEST_00664,0.338828146583825
TEST_00665,0.0027880726254354317
TEST_00666,0.19577790230480197
TEST_00667,0.002676895382049205
TEST_00668,0.2104386119656801
TEST_00669,0.27586059509534056
TEST_00670,0.09578231984319949
TEST_00671,0.3685800592369858
TEST_00672,0.39110681542470327
TEST_00673,0.0027182562023323337
TEST_00674,0.22288003505990023
TEST_00675,0.13839614661357622
TEST_00676,0.4437894684774285
TEST_00677,0.15276101912589882
TEST_00678,0.19133214222034772
TEST_00679,0.4125390539739409
TEST_00680,0.23531572056463515
TEST_00681,0.0028852976503838724
TEST_00682,0.0028486209816411382
TEST_00683,0.10975108682135842
TEST_00684,0.3814653545030636
TEST_00685,0.1799637885715777
TEST_00686,0.4574345538863831
TEST_00687,0.06765243174019515
TEST_00688,0.26881190828325113
TEST_00689,0.36086756551473087
TEST_00690,0.3446233298546126
TEST_00691,0.40288247343414973
TEST_00692,0.05198022095852427
TEST_00693,0.1942186637287831
TEST_00694,0.09695410958042214
TEST_00695,0.243075909068682
TEST_00696,0.06186673003957223
TEST_00697,0.31769013276363817
TEST_00698,0.46316771195838147
TEST_00699,0.0026669613049099938
TEST_00700,0.22465360170110243
TEST_00701,0.27594585359909374
TEST_00702,0.15737376653139287
TEST_00703,0.21631778245956773
TEST_00704,0.3607599782859592
TEST_00705,0.45530046630554893
TEST_00706,0.23204634789616002
TEST_00707,0.0028083716014876956
TEST_00708,0.0028097412287536316
TEST_00709,0.34595870007860857
TEST_00710,0.42969994320715343
TEST_00711,0.26831804534866055
TEST_00712,0.2638397867575055
TEST_00713,0.11618972121264438
TEST_00714,0.4532393415250854
TEST_00715,0.002734140087994956
TEST_00716,0.24444178408240635
TEST_00717,0.30285209793920587
TEST_00718,0.06569616599622898
TEST_00719,0.3419987982189321
TEST_00720,0.2396842408617168
TEST_00721,0.43298507857175217
TEST_00722,0.00281412339170093
TEST_00723,0.374850707794315
TEST_00724,0.002699125463277662
TEST_00725,0.002834994781356456
TEST_00726,0.39801388572714114
TEST_00727,0.2806115410384518
TEST_00728,0.20687872321088252
TEST_00729,0.3048729708228545
TEST_00730,0.25602864735924624
TEST_00731,0.0034370601153596364
TEST_00732,0.43562359125000405
TEST_00733,0.242485377558822
TEST_00734,0.14179285844051787
TEST_00735,0.48930386844124574
TEST_00736,0.2627067666124043
TEST_00737,0.14403632439733927
TEST_00738,0.24484008885744535
TEST_00739,0.06016075447561653
TEST_00740,0.19331832909167426
TEST_00741,0.23015190063392377
TEST_00742,0.18385439897072836
TEST_00743,0.5267738850029727
TEST_00744,0.31833519905037944
TEST_00745,0.4849556684678492
TEST_00746,0.0028481436348265694
TEST_00747,0.3474488359747857
TEST_00748,0.2766161720803846
TEST_00749,0.002742902932871868
TEST_00750,0.4021458252400799
TEST_00751,0.0031704248914979265
TEST_00752,0.06694507309005102
TEST_00753,0.304055943955447
TEST_00754,0.273795517439653
TEST_00755,0.03596830649412758
TEST_00756,0.3535119434006524
TEST_00757,0.2703695446041435
TEST_00758,0.5059534331567161
TEST_00759,0.450009029181484
TEST_00760,0.023395835830744557
TEST_00761,0.20191734070697787
TEST_00762,0.4456026634634984
TEST_00763,0.09833503341625305
TEST_00764,0.14582728221235303
TEST_00765,0.23821281610859513
TEST_00766,0.2728132408625249
TEST_00767,0.2201532836018094
TEST_00768,0.3249484073690837
TEST_00769,0.05625674303419548
TEST_00770,0.2318860262914352
TEST_00771,0.1865878050569545
TEST_00772,0.07569851246754047
TEST_00773,0.153534636727543
TEST_00774,0.34826373637836405
TEST_00775,0.3744290276042973
TEST_00776,0.40044610364637906
TEST_00777,0.3985241145871608
TEST_00778,0.2554598721561449
TEST_00779,0.14896014747867567
TEST_00780,0.3365973512898557
TEST_00781,0.26592560361592477
TEST_00782,0.22630129767683269
TEST_00783,0.37455110899980243
TEST_00784,0.4118532876518676
TEST_00785,0.3964710826460476
TEST_00786,0.35313550576424285
TEST_00787,0.553663539797632
TEST_00788,0.0027848255782214042
TEST_00789,0.5219044791185372
TEST_00790,0.12887422843236823
TEST_00791,0.5830601112445533
TEST_00792,0.3454665431820851
TEST_00793,0.4563065391275719
TEST_00794,0.14419930860591318
TEST_00795,0.22054552244677983
TEST_00796,0.5662340561523397
TEST_00797,0.34391960799702864
TEST_00798,0.1817023472029078
TEST_00799,0.3579457193741166
TEST_00800,0.3467293868645978
TEST_00801,0.16207255539242688
TEST_00802,0.27219947945107525
TEST_00803,0.3715241750293092
TEST_00804,0.290128686731134
TEST_00805,0.22737325542447806
TEST_00806,0.0027313030841872848
TEST_00807,0.002896525814547311
TEST_00808,0.49079840246406037
TEST_00809,0.24081855182790385
TEST_00810,0.0027050971113454078
TEST_00811,0.3402855252551179
TEST_00812,0.4352057145962723
TEST_00813,0.4584117215116764
TEST_00814,0.20369456026996186
TEST_00815,0.12355040968367592
TEST_00816,0.40761641904747076
TEST_00817,0.22341385971308303
TEST_00818,0.24277858651929268
TEST_00819,0.4077059654664729
TEST_00820,0.41688204950051605
TEST_00821,0.147365927519126
TEST_00822,0.494435700719473
TEST_00823,0.2737203235458757
TEST_00824,0.42109740261331985
TEST_00825,0.5017836910523826
TEST_00826,0.29765658786643945
TEST_00827,0.0028348803612932905
TEST_00828,0.45222493879700765
TEST_00829,0.28863527520493015
TEST_00830,0.3224184751495073
TEST_00831,0.3404788634034612
TEST_00832,0.22094403279203456
TEST_00833,0.002805456998076859
TEST_00834,0.31380794575278065
TEST_00835,0.21806697790906077
TEST_00836,0.27202877439980855
TEST_00837,0.32070567732219557
TEST_00838,0.3741785469231792
TEST_00839,0.3199397304328036
TEST_00840,0.002747088018295785
TEST_00841,0.4586507957608933
TEST_00842,0.351907975202415
TEST_00843,0.37989346553781544
TEST_00844,0.366547904613614
TEST_00845,0.34121652259923996
TEST_00846,0.3193270554028878
TEST_00847,0.0027803251292387527
TEST_00848,0.20395546158124683
TEST_00849,0.39499785857735303
TEST_00850,0.356411159691702
TEST_00851,0.2778954278640531
TEST_00852,0.08675804046401835
TEST_00853,0.3093482909566815
TEST_00854,0.39771284618672825
TEST_00855,0.2201413841610877
TEST_00856,0.477219882127541
TEST_00857,0.3357274142482005
TEST_00858,0.0027656388856124943
TEST_00859,0.2749236506973552
TEST_00860,0.49431023436792526
TEST_00861,0.35532344968133456
TEST_00862,0.35554222042257455
TEST_00863,0.32786015121390427
TEST_00864,0.2611866709640013
TEST_00865,0.004824873655753384
TEST_00866,0.12276149731065308
TEST_00867,0.45641000182461616
TEST_00868,0.5262721161975825
TEST_00869,0.19624629246419517
TEST_00870,0.40658865761683194
